cAL3	2	71650000	86900000	NA	0.584962501
cAL3	2	88000000	89600000	NA	0.584962501
cAL3	2	90350000	91600000	NA	0.584962501
cAL3	2	94200000	94300000	NA	0.584962501
cAL3	2	94300000	95000000	NA	0.584962501
cAL3	2	95050000	96050000	NA	0.584962501
cAL3	2	96050000	97200000	NA	1
cAL3	2	97200000	97300000	NA	1
cAL3	2	97400000	109750000	NA	1
cAL3	2	110100000	110250000	NA	1
cAL3	2	110600000	130450000	NA	1
cAL3	2	130600000	173150000	NA	1
cAL3	2	173150000	217800000	NA	0.584962501
cAL3	2	217850000	229550000	NA	0.584962501
cAL3	2	229600000	231000000	NA	0.584962501
cAL3	2	231050000	233000000	NA	0.584962501
cAL3	2	233050000	235800000	NA	0.584962501
cAL3	2	235850000	237200000	NA	0.584962501
cAL3	2	237250000	237450000	NA	0.584962501
cAL3	2	237600000	238100000	NA	0.584962501
cAL3	2	238150000	238450000	NA	0.584962501
cAL3	2	238550000	238850000	NA	0.584962501
cAL3	2	238950000	239850000	NA	0.584962501
cAL3	2	239950000	240300000	NA	0.584962501
cAL3	2	240350000	240750000	NA	0.584962501
cAL3	2	240800000	241500000	NA	0.584962501
cAL3	2	241550000	241850000	NA	0.584962501
cAL3	2	242000000	242193529	NA	0.584962501
cAL3	11	48350000	48950000	NA	-1
cAL3	14	22200000	22500000	NA	-10.96578428
cAL4	14	22050000	22500000	NA	-1
cAL4	10	44750000	44850000	NA	0.584962501
cAL5	6	64600000	131800000	NA	-1
cAL5	7	1650000	5500000	NA	-1
cAL5	7	5550000	36500000	NA	-1
cAL5	7	36550000	50300000	NA	-1
cAL5	7	50350000	55200000	NA	-1
cAL5	7	55250000	58200000	NA	-1
cAL5	7	142700000	142800000	NA	-1
cAL5	8	2500000	12550000	NA	-1
cAL5	8	12600000	26600000	NA	-1
cAL5	3	189800000	194300000	NA	0.584962501
cAL5	3	194400000	194900000	NA	0.584962501
cAL5	3	194950000	195100000	NA	0.584962501
cAL5	3	195150000	195700000	NA	0.584962501
cAL5	3	195700000	195800000	NA	1
cAL5	3	195800000	196650000	NA	0.584962501
cAL5	3	196700000	198295559	NA	0.584962501
cAL5	4	0	550000	NA	0.584962501
cAL5	4	600000	1450000	NA	0.584962501
cAL5	4	1800000	3450000	NA	0.584962501
cAL5	4	3450000	3700000	NA	1
cAL5	4	3700000	7500000	NA	0.584962501
cAL5	4	7750000	9150000	NA	0.584962501
cAL5	4	9400000	49000000	NA	0.584962501
cAL5	4	49500000	49600000	NA	0.584962501
cAL5	4	51750000	81500000	NA	0.584962501
cAL5	4	81550000	94250000	NA	0.584962501
cAL5	7	77050000	98200000	NA	0.584962501
cAL5	7	98250000	98800000	NA	0.584962501
cAL5	7	98800010	102699990	NA	0.584962501
cAL5	7	102700000	105700000	NA	0.584962501
cAL5	7	105750000	128850000	NA	0.584962501
cAL5	7	128900000	139700000	NA	0.584962501
cAL5	7	139750000	141300000	NA	0.584962501
cAL5	7	141350000	142700000	NA	0.584962501
cAL5	7	142800000	143200000	NA	0.584962501
cAL5	7	143200010	143849990	NA	0.584962501
cAL5	7	143850000	144200000	NA	0.584962501
cAL5	7	144350000	148300000	NA	0.584962501
cAL5	7	148350000	150350000	NA	0.584962501
cAL5	7	150400000	150900000	NA	0.584962501
cAL5	7	150950000	151800000	NA	0.584962501
cAL5	7	151800010	154599990	NA	0.584962501
cAL5	7	154600000	155200000	NA	0.584962501
cAL5	7	155250000	155400000	NA	0.584962501
cAL5	7	155450000	157250000	NA	0.584962501
cAL5	8	118150000	123650000	NA	0.584962501
cAL5	8	123700000	125400000	NA	0.584962501
cAL5	8	125450000	132850000	NA	0.584962501
cAL5	8	132900000	133150000	NA	0.584962501
cAL5	8	133200000	138700000	NA	0.584962501
cAL5	8	138750000	138800000	NA	0.584962501
cAL5	8	138850000	139750000	NA	0.584962501
cAL5	8	139900000	141300000	NA	0.584962501
cAL5	10	49750000	60200000	NA	-1
cAL5	10	111900000	118250000	NA	-1
cAL5	10	118300000	123250000	NA	-1
cAL5	11	119050000	119600000	NA	-1
cAL5	11	119650000	128500000	NA	-1
cAL5	13	50900000	99450000	NA	-1
cAL5	13	99500000	109250000	NA	-1
cAL5	13	109300000	113650000	NA	-1
cAL5	13	114000000	114364328	NA	-1
cAL5	14	21850000	22500000	NA	-10.96578428
cAL5	12	0	150000	NA	0.584962501
cAL5	12	200000	2700000	NA	0.584962501
cAL5	12	2750000	7050000	NA	0.584962501
cAL5	12	7100000	9400000	NA	0.584962501
cAL5	12	9600000	34800000	NA	0.584962501
cAL5	12	37800000	49850000	NA	0.584962501
cAL5	12	49900000	57150000	NA	0.584962501
cAL5	12	57200000	95650000	NA	0.584962501
cAL5	12	95700000	108350000	NA	0.584962501
cAL5	12	108400000	109600000	NA	0.584962501
cAL5	12	109650000	109800000	NA	0.584962501
cAL5	12	109850000	116750000	NA	0.584962501
cAL5	12	116800000	118700000	NA	0.584962501
cAL5	12	124100000	125500000	NA	0.584962501
cAL5	12	125550000	127650000	NA	0.584962501
cAL5	12	127700000	128600000	NA	0.584962501
cAL5	12	128650000	130050000	NA	0.584962501
cAL5	12	130600000	130750000	NA	0.584962501
cAL5	12	130800000	131350000	NA	0.584962501
cAL5	12	131550000	132150000	NA	0.584962501
cAL5	12	132250000	132300000	NA	0.584962501
cAL6	2	82650000	82800000	NA	-1
cAL6	6	106102862	106107455	NA	-10.96578428
cAL6	7	142700000	142800000	NA	-1
cAL6	8	85850000	86550000	NA	-1
cAL6	2	153300000	242193529	NA	0.584962501
cAL6	6	250000	1700000	NA	0.584962501
cAL6	6	1700000	1750000	NA	1
cAL6	6	1750000	3200000	NA	0.584962501
cAL6	6	3200000	3250000	NA	1.321928095
cAL6	6	3250000	16300000	NA	0.584962501
cAL6	7	131000000	141300000	NA	0.584962501
cAL6	7	141350000	142700000	NA	0.584962501
cAL6	7	142800000	143500000	NA	0.584962501
cAL6	7	143850000	144200000	NA	1
cAL6	7	144400000	148300000	NA	0.584962501
cAL6	7	148350000	150350000	NA	0.584962501
cAL6	7	150400000	150900000	NA	1
cAL6	7	150950000	151800000	NA	0.584962501
cAL6	7	151900000	154550000	NA	0.584962501
cAL6	7	154600000	157250000	NA	0.584962501
cAL6	7	157250000	158450000	NA	1
cAL6	7	158450000	159345973	NA	0.584962501
cAL6	13	54550000	54900000	NA	-1
cAL6	14	22150000	22500000	NA	-1
cAL6	17	32600000	36250000	NA	0.584962501
cAL7	7	142550000	142800000	NA	-1
cAL7	1	202650000	204150000	NA	0.584962501
cAL7	1	204200000	205950000	NA	0.584962501
cAL7	1	206000000	206900000	NA	0.584962501
cAL7	1	206950000	226950000	NA	0.584962501
cAL7	1	227000000	235050000	NA	0.584962501
cAL7	1	235100000	243450000	NA	0.584962501
cAL7	1	243500000	248450000	NA	0.584962501
cAL7	1	248800000	248956422	NA	0.584962501
cAL7	2	0	1550000	NA	0.584962501
cAL7	2	110800000	111100000	NA	0.584962501
cAL7	14	21700000	22550000	NA	-1
cAL7	19	9850000	10350000	NA	0.584962501
cAL7	19	10400000	11450000	NA	0.584962501
cAL7	19	11500000	18950000	NA	0.584962501
cAL7	19	19000000	22000000	NA	0.584962501
cAL8	1	1400000	2800000	NA	-1
cAL8	1	248500000	248650000	NA	-1
cAL8	3	0	18000000	NA	-1
cAL8	3	31450000	33500000	NA	-1
cAL8	3	43000000	45250000	NA	-1
cAL8	3	75350000	75600000	NA	-1
cAL8	3	162500000	163700000	NA	-1
cAL8	3	164500000	167050000	NA	-1
cAL8	3	171050000	194300000	NA	-1
cAL8	3	194350000	198295559	NA	-1
cAL8	5	8700000	8750000	NA	-1
cAL8	6	45250000	48700000	NA	-1
cAL8	6	50350000	58550000	NA	-1
cAL8	6	60250000	117450000	NA	-1
cAL8	6	117850000	128250000	NA	-1
cAL8	6	144550000	167400000	NA	-1
cAL8	6	167450000	170600000	NA	-1
cAL8	6	170600000	170805979	NA	-10.96578428
cAL8	7	142600000	142800000	NA	-10.96578428
cAL8	8	16100000	16150000	NA	-1
cAL8	8	126800000	127600000	NA	-1
cAL8	2	0	10350000	NA	0.584962501
cAL8	2	10400000	10950000	NA	0.584962501
cAL8	2	11000000	32900000	NA	0.584962501
cAL8	2	32950000	64350000	NA	0.584962501
cAL8	2	64400000	71600000	NA	0.584962501
cAL8	2	71600000	71650000	NA	0.584962501
cAL8	2	71650000	78650000	NA	0.584962501
cAL8	3	18000000	18250000	NA	0.584962501
cAL8	3	160500000	160950000	NA	0.584962501
cAL8	3	169350000	171050000	NA	0.584962501
cAL8	13	18200000	30800000	NA	-1
cAL8	13	30850000	35750000	NA	-1
cAL8	13	35800000	99450000	NA	-1
cAL8	13	99500000	114364328	NA	-1
cAL8	14	21700000	22550000	NA	-10.96578428
cAL8	15	30100000	30150000	NA	-10.96578428
cAL8	15	30200000	30600000	NA	-10.96578428
cAL8	16	4950000	6700000	NA	-1
cAL8	16	8500000	8950000	NA	-1
cAL8	16	10750000	11600000	NA	-1
cAL8	16	27150000	27550000	NA	-1
cAL8	16	28300000	28650000	NA	-1
cAL8	16	28650000	28800000	NA	-10.96578428
cAL8	16	60300000	62350000	NA	-1
cAL8	16	63050000	86400000	NA	-1
cAL8	16	86450000	87200000	NA	-1
cAL8	16	87250000	90338345	NA	-1
cAL8	17	0	7700000	NA	-1
cAL8	17	52850000	53250000	NA	-1
cAL8	19	500000	3600000	NA	-1
cAL8	11	104100000	135086622	NA	0.584962501
cAL8	17	36100000	36200000	NA	1.321928095
cAL8	18	0	4500000	NA	0.584962501
cAL8	18	4550000	15500000	NA	0.584962501
cAL8	18	20950000	22200000	NA	0.584962501
cAL8	18	22250000	41800000	NA	0.584962501
cAL8	18	41800000	63150000	NA	1
cAL8	18	63150000	63200000	NA	1
cAL8	18	63200000	74600000	NA	1
cAL8	18	74650000	77250000	NA	1
cAL8	18	77300000	77950000	NA	1
cAL8	18	77950000	78050000	NA	1
cAL8	18	78050000	78600000	NA	1
cAL8	18	78600000	78650000	NA	1
cAL8	18	78650000	79600000	NA	1
cAL8	18	79600000	79650000	NA	1
cAL8	18	79650000	80373285	NA	1
cAL8	19	52800000	55400000	NA	0.584962501
cAL8	19	55450000	58617616	NA	0.584962501
cAL9	2	241900000	242193529	NA	-1
cAL9	7	142400000	142800000	NA	-1
cAL9	8	43750000	43950000	NA	-1
cAL9	1	11250000	12900000	NA	0.584962501
cAL9	2	61350000	61850000	NA	0.584962501
cAL9	3	195600000	195750000	NA	0.584962501
cAL9	10	87200000	87350000	NA	-1
cAL9	12	68350000	68650000	NA	-1
cAL9	14	21650000	22500000	NA	-1
cAL9	15	85200000	85250000	NA	-10.96578428
cAL9	16	14700000	14800000	NA	-10.96578428
cAL9	19	20400000	20550000	NA	-1
cAL9	10	47550000	47700000	NA	1
cAL9	10	47700000	48000000	NA	0.584962501
cAL9	17	36100000	36200000	NA	0.584962501
cAL10	3	20050000	20300000	NA	-1
cAL10	3	24000000	24200000	NA	-1
cAL10	3	49850000	50150000	NA	-1
cAL10	3	107850000	125700000	NA	-1
cAL10	3	174650000	192550000	NA	-1
cAL10	4	19450000	19750000	NA	-1
cAL10	4	104000000	107500000	NA	-1
cAL10	4	175900000	176050000	NA	-1
cAL10	5	88750000	89400000	NA	-1
cAL10	6	29900000	30200000	NA	-1
cAL10	6	106400000	106850000	NA	-1
cAL10	6	110950000	111500000	NA	-1
cAL10	7	38250000	38350000	NA	-1
cAL10	7	142400000	142800000	NA	-1
cAL10	9	125200000	132000000	NA	-1
cAL10	1	145400000	146050000	NA	0.584962501
cAL10	1	146400000	148500000	NA	0.584962501
cAL10	1	149900000	154700000	NA	0.584962501
cAL10	1	154750000	186000000	NA	0.584962501
cAL10	1	186000000	186700000	NA	1
cAL10	1	186700000	201250000	NA	0.584962501
cAL10	1	201300000	202200000	NA	0.584962501
cAL10	1	202250000	204450000	NA	0.584962501
cAL10	1	204450000	240350000	NA	1
cAL10	1	240350000	243450000	NA	0.584962501
cAL10	1	243500000	248750000	NA	0.584962501
cAL10	1	248750000	248956422	NA	1.321928095
cAL10	2	103300000	109750000	NA	0.584962501
cAL10	2	110600000	112300000	NA	0.584962501
cAL10	2	112350000	121450000	NA	0.584962501
cAL10	2	121500000	128300000	NA	0.584962501
cAL10	2	128350000	130450000	NA	0.584962501
cAL10	2	130600000	217800000	NA	0.584962501
cAL10	2	217850000	229550000	NA	0.584962501
cAL10	2	229600000	231000000	NA	0.584962501
cAL10	2	231050000	233000000	NA	0.584962501
cAL10	2	233050000	234600000	NA	0.584962501
cAL10	2	234650000	235250000	NA	0.584962501
cAL10	7	0	1550000	NA	1
cAL10	7	1650000	38250000	NA	1
cAL10	7	38350000	56700000	NA	1
cAL10	7	56700000	58100000	NA	0.584962501
cAL10	7	60900000	61100000	NA	0.584962501
cAL10	7	61650000	62050000	NA	0.584962501
cAL10	7	62150000	63300000	NA	0.584962501
cAL10	7	63450000	63800000	NA	0.584962501
cAL10	7	63800000	73000000	NA	1
cAL10	7	73100000	74700000	NA	1
cAL10	7	75400000	76450000	NA	1
cAL10	7	76550000	142400000	NA	1
cAL10	7	142800000	143550000	NA	1
cAL10	7	143750000	144150000	NA	1
cAL10	7	144400000	150900000	NA	1
cAL10	7	150950000	151800000	NA	1
cAL10	7	151900000	159345973	NA	1
cAL10	8	200000	1350000	NA	0.584962501
cAL10	10	87800000	88100000	NA	-1
cAL10	11	67850000	68450000	NA	-1
cAL10	12	89050000	89450000	NA	-1
cAL10	13	98450000	98700000	NA	-1
cAL10	14	21700000	22050000	NA	-1
cAL10	14	22050000	22550000	NA	-10.96578428
cAL10	14	76650000	79250000	NA	-1
cAL10	14	79300000	89350000	NA	-1
cAL10	14	89400000	94050000	NA	-1
cAL10	14	102700000	102950000	NA	-10.96578428
cAL10	16	300000	1000000	NA	-1
cAL10	16	1050000	7350000	NA	-1
cAL10	19	49550000	58617616	NA	-1
cAL10	11	200000	1150000	NA	0.584962501
cAL10	11	1200000	1650000	NA	0.584962501
cAL10	11	1700000	2100000	NA	0.584962501
cAL10	11	2150000	3250000	NA	0.584962501
cAL10	11	3350000	50750000	NA	0.584962501
cAL10	11	55200000	67650000	NA	0.584962501
cAL10	11	67700000	67850000	NA	0.584962501
cAL10	12	0	200000	NA	1
cAL10	12	200000	500000	NA	0.584962501
cAL10	12	500000	550000	NA	1.321928095
cAL10	12	550000	2700000	NA	0.584962501
cAL10	12	2750000	9450000	NA	0.584962501
cAL10	12	9600000	12550000	NA	0.584962501
cAL11	6	83118102	123824851	NA	-1
cAL11	7	63800000	72950000	NA	0.584962501
cAL11	7	73300000	74750000	NA	0.584962501
cAL11	7	75400000	76950000	NA	0.584962501
cAL11	7	77000000	98800000	NA	0.584962501
cAL11	7	98850000	102450000	NA	0.584962501
cAL11	7	102700000	105700000	NA	0.584962501
cAL11	7	105750000	141300000	NA	0.584962501
cAL11	7	141350000	143550000	NA	0.584962501
cAL11	7	143550010	144179340	NA	0.584962501
cAL11	7	144179350	144383100	NA	1.321928095
cAL11	7	144383110	150399990	NA	0.584962501
cAL11	7	150400000	150900000	NA	0.584962501
cAL11	7	150900010	154599990	NA	0.584962501
cAL11	7	154600000	157450000	NA	0.584962501
cAL11	7	157450010	158199990	NA	0.584962501
cAL11	7	158200000	159345973	NA	0.584962501
cAL11	8	7350000	7450000	NA	0.584962501
cAL11	14	21750000	22500000	NA	-1
cAL12	4	26200000	26750000	NA	-1
cAL12	7	38250000	38350000	NA	-1
cAL12	7	142600000	142800000	NA	-1
cAL12	8	137700000	138200000	NA	0.584962501
cAL12	14	21900000	22500000	NA	-10.96578428
cAL12	16	32150000	34050000	NA	-1
cAL12	16	34100000	36050000	NA	-1
cAL12	16	36350000	38250000	NA	-10.96578428
cAL12	16	38250000	57700000	NA	-1
cAL12	16	64550000	86400000	NA	-1
cAL12	16	86450000	87200000	NA	-1
cAL12	16	87250000	88150000	NA	-1
cAL12	16	88200000	90338345	NA	-1
cAL12	12	63550000	63750000	NA	1
